method,year_month,q,q_label,estimate,lower_95,upper_95,accepted_event_species,diversity,method_label,method_class,result_type,reference_estimate,reference_lower_95,reference_upper_95,absolute_difference,percentage_difference
Threshold_0.50,2023-12,1,q = 1: Exponential Shannon,14.586495338558016,14.586495338558016,14.586495338558016,220,14.586495338558016,Threshold >= 0.50,Deterministic,Point estimate,9.697121696143242,7.882320830542966,11.761324019136186,4.889373642414775,50.42087534447861
Threshold_0.50,2023-12,2,q = 2: Inverse Simpson,6.722222222222222,6.722222222222222,6.722222222222222,220,6.722222222222222,Threshold >= 0.50,Deterministic,Point estimate,4.591992206256946,3.811218546454862,5.718723016357551,2.1302300159652763,46.3901052153937
Threshold_0.50,2024-01,0,q = 0: Richness,36,36,36,311,36,Threshold >= 0.50,Deterministic,Point estimate,26,22,30,10,38.46153846153846
Threshold_0.50,2024-01,1,q = 1: Exponential Shannon,14.12123480700291,14.12123480700291,14.12123480700291,311,14.12123480700291,Threshold >= 0.50,Deterministic,Point estimate,10.417251165997529,9.13255783802883,11.843549774861081,3.7039836410053812,35.556247823757815
Threshold_0.50,2024-01,2,q = 2: Inverse Simpson,8.153165303886032,8.153165303886032,8.153165303886032,311,8.153165303886032,Threshold >= 0.50,Deterministic,Point estimate,6.465290449586066,5.6899736851790506,7.4126930385093655,1.6878748542999666,26.10671349510727
Threshold_0.50,2024-02,0,q = 0: Richness,68,68,68,1409,68,Threshold >= 0.50,Deterministic,Point estimate,47,40,54,21,44.6808510638298
Threshold_0.50,2024-02,1,q = 1: Exponential Shannon,11.93756740857305,11.93756740857305,11.93756740857305,1409,11.93756740857305,Threshold >= 0.50,Deterministic,Point estimate,8.58332950123917,7.654537845934463,9.831797539377344,3.3542379073338804,39.078517338168496
Threshold_0.50,2024-02,2,q = 2: Inverse Simpson,4.824978916489856,4.824978916489856,4.824978916489856,1409,4.824978916489856,Threshold >= 0.50,Deterministic,Point estimate,4.087542633437041,3.6927997604232186,4.734422379805179,0.7374362830528156,18.041066459354262
Threshold_0.50,2024-03,0,q = 0: Richness,90,90,90,3944,90,Threshold >= 0.50,Deterministic,Point estimate,66,58,74,24,36.36363636363635
Threshold_0.50,2024-03,1,q = 1: Exponential Shannon,13.260894868859994,13.260894868859994,13.260894868859994,3944,13.260894868859994,Threshold >= 0.50,Deterministic,Point estimate,9.97935271460506,9.218538511638544,10.878451053335775,3.281542154254934,32.883316664940665
Threshold_0.50,2024-03,2,q = 2: Inverse Simpson,7.295886291170623,7.295886291170623,7.295886291170623,3944,7.295886291170623,Threshold >= 0.50,Deterministic,Point estimate,6.122666221593212,5.679676419189503,6.712458876980535,1.173220069577411,19.161914550228754
Threshold_0.50,2024-04,0,q = 0: Richness,78,78,78,2758,78,Threshold >= 0.50,Deterministic,Point estimate,56,49,63,22,39.28571428571428
Threshold_0.50,2024-04,1,q = 1: Exponential Shannon,9.958506357179084,9.958506357179084,9.958506357179084,2758,9.958506357179084,Threshold >= 0.50,Deterministic,Point estimate,7.600025081616561,6.9434506817279935,8.371633002109517,2.3584812755625233,31.03254594866236
Threshold_0.50,2024-04,2,q = 2: Inverse Simpson,5.302552090957889,5.302552090957889,5.302552090957889,2758,5.302552090957889,Threshold >= 0.50,Deterministic,Point estimate,4.631815206277359,4.350144228510964,4.975176481450267,0.6707368846805295,14.48108041468279
Threshold_0.70,2021-12,0,q = 0: Richness,23,23,23,157,23,Threshold >= 0.70,Deterministic,Point estimate,25,20,29,-2,-7.9999999999999964
Threshold_0.70,2021-12,1,q = 1: Exponential Shannon,6.084866973513515,6.084866973513515,6.084866973513515,157,6.084866973513515,Threshold >= 0.70,Deterministic,Point estimate,7.059398557668816,6.1112848949521075,8.008467746700806,-0.9745315841553008,-13.80473954253002
Threshold_0.70,2021-12,2,q = 2: Inverse Simpson,3.4344433607356835,3.4344433607356835,3.4344433607356835,157,3.4344433607356835,Threshold >= 0.70,Deterministic,Point estimate,3.9988338334177023,3.589079604145683,4.452290089087324,-0.5643904726820188,-14.113876599859832
Threshold_0.70,2022-01,0,q = 0: Richness,34,34,34,546,34,Threshold >= 0.70,Deterministic,Point estimate,40,34,47,-6,-15.000000000000002
Threshold_0.70,2022-01,1,q = 1: Exponential Shannon,6.0884176697307035,6.0884176697307035,6.0884176697307035,546,6.0884176697307035,Threshold >= 0.70,Deterministic,Point estimate,7.9851185714953115,7.1268346772231315,8.858579823699339,-1.896700901764608,-23.752945993003927
Threshold_0.70,2022-01,2,q = 2: Inverse Simpson,3.0521530806560597,3.0521530806560597,3.0521530806560597,546,3.0521530806560597,Threshold >= 0.70,Deterministic,Point estimate,4.1992537211900185,3.7890986559532047,4.593153740280675,-1.1471006405339588,-27.31677380543903
Threshold_0.70,2022-02,0,q = 0: Richness,34,34,34,331,34,Threshold >= 0.70,Deterministic,Point estimate,41,35,47,-7,-17.07317073170732
Threshold_0.70,2022-02,1,q = 1: Exponential Shannon,8.83598789961825,8.83598789961825,8.83598789961825,331,8.83598789961825,Threshold >= 0.70,Deterministic,Point estimate,11.083201796856123,9.868634869486943,12.291281807536818,-2.2472138972378737,-20.27585474330461
Threshold_0.70,2022-02,2,q = 2: Inverse Simpson,4.639859399483335,4.639859399483335,4.639859399483335,331,4.639859399483335,Threshold >= 0.70,Deterministic,Point estimate,6.488619238578735,5.798002602297476,7.096395184509092,-1.8487598390954005,-28.49234592320372
Threshold_0.70,2022-08,0,q = 0: Richness,19,19,19,121,19,Threshold >= 0.70,Deterministic,Point estimate,26,21,30,-7,-26.923076923076927
Threshold_0.70,2022-08,1,q = 1: Exponential Shannon,10.131009549765386,10.131009549765386,10.131009549765386,121,10.131009549765386,Threshold >= 0.70,Deterministic,Point estimate,11.871536686130174,10.304196939721136,13.279713036761105,-1.740527136364788,-14.661346566854238
Threshold_0.70,2022-08,2,q = 2: Inverse Simpson,6.883403855195111,6.883403855195111,6.883403855195111,121,6.883403855195111,Threshold >= 0.70,Deterministic,Point estimate,8.019888287769383,7.035507579120789,8.822128431693862,-1.1364844325742727,-14.170826223445687
Threshold_0.70,2022-09,0,q = 0: Richness,59,59,59,2343,59,Threshold >= 0.70,Deterministic,Point estimate,62,54,71,-3,-4.8387096774193505
Threshold_0.70,2022-09,1,q = 1: Exponential Shannon,7.582121543291857,7.582121543291857,7.582121543291857,2343,7.582121543291857,Threshold >= 0.70,Deterministic,Point estimate,7.420327200632588,6.824397582421539,8.002684170585503,0.1617943426592685,2.1804205971601265
Threshold_0.70,2022-09,2,q = 2: Inverse Simpson,4.363218655740702,4.363218655740702,4.363218655740702,2343,4.363218655740702,Threshold >= 0.70,Deterministic,Point estimate,4.385360455360969,4.10561447536096,4.6598989731539815,-0.0221417996202673,-0.5049026150906188
Threshold_0.70,2022-10,0,q = 0: Richness,55,55,55,2163,55,Threshold >= 0.70,Deterministic,Point estimate,64,56,72,-9,-14.0625
Threshold_0.70,2022-10,1,q = 1: Exponential Shannon,6.805958382958366,6.805958382958366,6.805958382958366,2163,6.805958382958366,Threshold >= 0.70,Deterministic,Point estimate,6.840491985935147,6.233752740727834,7.414779057904594,-0.0345336029767811,-0.5048409244216123
Threshold_0.70,2022-10,2,q = 2: Inverse Simpson,3.7969203076446134,3.7969203076446134,3.7969203076446134,2163,3.7969203076446134,Threshold >= 0.70,Deterministic,Point estimate,3.935468088596486,3.665698591569257,4.185194107399265,-0.13854778095187248,-3.520490519370034
Threshold_0.70,2022-11,0,q = 0: Richness,43,43,43,1725,43,Threshold >= 0.70,Deterministic,Point estimate,50,43,57,-7,-14.000000000000002
Threshold_0.70,2022-11,1,q = 1: Exponential Shannon,6.315591652164249,6.315591652164249,6.315591652164249,1725,6.315591652164249,Threshold >= 0.70,Deterministic,Point estimate,6.589443304234722,5.947933610993967,7.247743575247615,-0.2738516520704728,-4.155914838731234
Threshold_0.70,2022-11,2,q = 2: Inverse Simpson,3.2028650741455533,3.2028650741455533,3.2028650741455533,1725,3.2028650741455533,Threshold >= 0.70,Deterministic,Point estimate,3.2906193420765995,3.0038611049247246,3.5951673060268883,-0.08775426793104613,-2.6668009516915836
Threshold_0.70,2022-12,0,q = 0: Richness,34,34,34,643,34,Threshold >= 0.70,Deterministic,Point estimate,40,33,46,-6,-15.000000000000002
Threshold_0.70,2022-12,1,q = 1: Exponential Shannon,5.8432659266969695,5.8432659266969695,5.8432659266969695,643,5.8432659266969695,Threshold >= 0.70,Deterministic,Point estimate,6.190843304014422,5.458773333729292,6.97667753532507,-0.3475773773174522,-5.614378530499509
Threshold_0.70,2022-12,2,q = 2: Inverse Simpson,2.932657592157809,2.932657592157809,2.932657592157809,643,2.932657592157809,Threshold >= 0.70,Deterministic,Point estimate,3.076504008460872,2.752127777344277,3.3978380658486596,-0.14384641630306305,-4.675645339887835
Threshold_0.70,2023-01,0,q = 0: Richness,32,32,32,723,32,Threshold >= 0.70,Deterministic,Point estimate,40,35,47,-8,-19.999999999999996
Threshold_0.70,2023-01,1,q = 1: Exponential Shannon,5.5306469753783105,5.5306469753783105,5.5306469753783105,723,5.5306469753783105,Threshold >= 0.70,Deterministic,Point estimate,6.391358954513024,5.698989665788652,7.089788255871321,-0.8607119791347131,-13.466807063417285
Threshold_0.70,2023-01,2,q = 2: Inverse Simpson,2.914103657618785,2.914103657618785,2.914103657618785,723,2.914103657618785,Threshold >= 0.70,Deterministic,Point estimate,3.378237352675357,3.0761041702784224,3.67752918704849,-0.46413369505657176,-13.738930886221079
Threshold_0.70,2023-02,0,q = 0: Richness,54,54,54,2032,54,Threshold >= 0.70,Deterministic,Point estimate,60,53,67,-6,-9.999999999999998
Threshold_0.70,2023-02,1,q = 1: Exponential Shannon,5.6811713527020125,5.6811713527020125,5.6811713527020125,2032,5.6811713527020125,Threshold >= 0.70,Deterministic,Point estimate,6.133644619722686,5.556564041137566,6.708239055138694,-0.4524732670206735,-7.376907125752763
Threshold_0.70,2023-02,2,q = 2: Inverse Simpson,3.0225832285305607,3.0225832285305607,3.0225832285305607,2032,3.0225832285305607,Threshold >= 0.70,Deterministic,Point estimate,3.2060250172482414,2.986637739638037,3.4468604429140886,-0.1834417887176807,-5.721782822366439
Threshold_0.70,2023-03,0,q = 0: Richness,54,54,54,3617,54,Threshold >= 0.70,Deterministic,Point estimate,69,61,77,-15,-21.739130434782606
Threshold_0.70,2023-03,1,q = 1: Exponential Shannon,7.161290492210078,7.161290492210078,7.161290492210078,3617,7.161290492210078,Threshold >= 0.70,Deterministic,Point estimate,7.783458113816978,7.141753483026523,8.4031548883706,-0.6221676216068994,-7.9934601369851865
Threshold_0.70,2023-03,2,q = 2: Inverse Simpson,4.231920104314152,4.231920104314152,4.231920104314152,3617,4.231920104314152,Threshold >= 0.70,Deterministic,Point estimate,4.440713222313189,4.169815626952865,4.691355722404761,-0.20879311799903721,-4.701792427169527
Threshold_0.70,2023-04,0,q = 0: Richness,77,77,77,2883,77,Threshold >= 0.70,Deterministic,Point estimate,82,74,92,-5,-6.0975609756097615
Threshold_0.70,2023-04,1,q = 1: Exponential Shannon,11.430538267602014,11.430538267602014,11.430538267602014,2883,11.430538267602014,Threshold >= 0.70,Deterministic,Point estimate,11.893700018688644,10.896013423415283,12.825653040748108,-0.4631617510866306,-3.8941771724430696
Threshold_0.70,2023-04,2,q = 2: Inverse Simpson,6.1915665800818065,6.1915665800818065,6.1915665800818065,2883,6.1915665800818065,Threshold >= 0.70,Deterministic,Point estimate,6.9242353692752605,6.358121845965052,7.455292373796893,-0.732668789193454,-10.581223053804711
Threshold_0.70,2023-05,0,q = 0: Richness,65,65,65,4002,65,Threshold >= 0.70,Deterministic,Point estimate,80,70,89,-15,-18.75
Threshold_0.70,2023-05,1,q = 1: Exponential Shannon,7.113619396358867,7.113619396358867,7.113619396358867,4002,7.113619396358867,Threshold >= 0.70,Deterministic,Point estimate,10.109917411936156,9.346019697381646,10.88651280112465,-2.9962980155772883,-29.63721555271801
Threshold_0.70,2023-05,2,q = 2: Inverse Simpson,3.909134132863665,3.909134132863665,3.909134132863665,4002,3.909134132863665,Threshold >= 0.70,Deterministic,Point estimate,5.9096174227906495,5.575000624972628,6.2165527517711645,-2.0004832899269847,-33.85131636799448
Threshold_0.70,2023-06,0,q = 0: Richness,64,64,64,2495,64,Threshold >= 0.70,Deterministic,Point estimate,79,70,88,-15,-18.9873417721519
Threshold_0.70,2023-06,1,q = 1: Exponential Shannon,8.458548565783003,8.458548565783003,8.458548565783003,2495,8.458548565783003,Threshold >= 0.70,Deterministic,Point estimate,7.249416257343754,6.541442909004715,8.132310727466265,1.2091323084392487,16.679029945540535
Threshold_0.70,2023-06,2,q = 2: Inverse Simpson,4.395226344421968,4.395226344421968,4.395226344421968,2495,4.395226344421968,Threshold >= 0.70,Deterministic,Point estimate,3.776591238540175,3.5025735687939346,4.188110750478752,0.6186351058817934,16.380780095251303
Threshold_0.70,2023-07,0,q = 0: Richness,50,50,50,668,50,Threshold >= 0.70,Deterministic,Point estimate,61,54,70,-11,-18.032786885245898
Threshold_0.70,2023-07,1,q = 1: Exponential Shannon,13.88586905786359,13.88586905786359,13.88586905786359,668,13.88586905786359,Threshold >= 0.70,Deterministic,Point estimate,11.095320592102578,9.737985992804411,12.939832126197096,2.790548465761013,25.15067899657868
Threshold_0.70,2023-07,2,q = 2: Inverse Simpson,7.942189947315962,7.942189947315962,7.942189947315962,668,7.942189947315962,Threshold >= 0.70,Deterministic,Point estimate,5.510201738584267,4.805326765966733,6.800983932955736,2.4319882087316946,44.13610107416037
Threshold_0.70,2023-08,0,q = 0: Richness,16,16,16,71,16,Threshold >= 0.70,Deterministic,Point estimate,20,16,25,-4,-19.999999999999996
Threshold_0.70,2023-08,1,q = 1: Exponential Shannon,9.878412464124466,9.878412464124466,9.878412464124466,71,9.878412464124466,Threshold >= 0.70,Deterministic,Point estimate,10.619145384701902,8.94719195235206,12.273443615964595,-0.740732920577436,-6.975447587755479
Threshold_0.70,2023-08,2,q = 2: Inverse Simpson,6.9339752407152675,6.9339752407152675,6.9339752407152675,71,6.9339752407152675,Threshold >= 0.70,Deterministic,Point estimate,7.35486751442681,6.210137482055555,8.393395826660338,-0.4208922737115426,-5.722635695149492
Threshold_0.70,2023-10,0,q = 0: Richness,28,28,28,252,28,Threshold >= 0.70,Deterministic,Point estimate,35,30,40,-7,-19.999999999999996
Threshold_0.70,2023-10,1,q = 1: Exponential Shannon,9.64822781947186,9.64822781947186,9.64822781947186,252,9.64822781947186,Threshold >= 0.70,Deterministic,Point estimate,11.285193646725972,9.656628666269594,12.767977009954244,-1.6369658272541123,-14.505429667385672
Threshold_0.70,2023-10,2,q = 2: Inverse Simpson,5.644799999999999,5.644799999999999,5.644799999999999,252,5.644799999999999,Threshold >= 0.70,Deterministic,Point estimate,6.2230845439930595,5.393570135790187,7.0189798889442585,-0.5782845439930604,-9.292570909248843
Threshold_0.70,2023-11,0,q = 0: Richness,27,27,27,165,27,Threshold >= 0.70,Deterministic,Point estimate,36,30,41,-9,-25
Threshold_0.70,2023-11,1,q = 1: Exponential Shannon,13.089687702844698,13.089687702844698,13.089687702844698,165,13.089687702844698,Threshold >= 0.70,Deterministic,Point estimate,14.484418761965905,12.502070753981988,16.862418724895214,-1.3947310591212077,-9.629182102795731
Threshold_0.70,2023-11,2,q = 2: Inverse Simpson,8.292720073103869,8.292720073103869,8.292720073103869,165,8.292720073103869,Threshold >= 0.70,Deterministic,Point estimate,8.618874485612,7.4005453427892185,10.10461945493617,-0.3261544125081315,-3.7841879824633717
Threshold_0.70,2023-12,0,q = 0: Richness,20,20,20,94,20,Threshold >= 0.70,Deterministic,Point estimate,26,22,31,-6,-23.076923076923073
Threshold_0.70,2023-12,1,q = 1: Exponential Shannon,8.316652428585948,8.316652428585948,8.316652428585948,94,8.316652428585948,Threshold >= 0.70,Deterministic,Point estimate,9.697121696143242,7.882320830542966,11.761324019136186,-1.3804692675572934,-14.235866175695577
Threshold_0.70,2023-12,2,q = 2: Inverse Simpson,4.215648854961833,4.215648854961833,4.215648854961833,94,4.215648854961833,Threshold >= 0.70,Deterministic,Point estimate,4.591992206256946,3.811218546454862,5.718723016357551,-0.3763433512951133,-8.195644382460321
Threshold_0.70,2024-01,0,q = 0: Richness,18,18,18,141,18,Threshold >= 0.70,Deterministic,Point estimate,26,22,30,-8,-30.76923076923077
Threshold_0.70,2024-01,1,q = 1: Exponential Shannon,10.213979556516016,10.213979556516016,10.213979556516016,141,10.213979556516016,Threshold >= 0.70,Deterministic,Point estimate,10.417251165997529,9.13255783802883,11.843549774861081,-0.20327160948151324,-1.9512979599167424
Threshold_0.70,2024-01,2,q = 2: Inverse Simpson,7.087700534759359,7.087700534759359,7.087700534759359,141,7.087700534759359,Threshold >= 0.70,Deterministic,Point estimate,6.465290449586066,5.6899736851790506,7.4126930385093655,0.6224100851732937,9.626947003025087
Threshold_0.70,2024-02,0,q = 0: Richness,34,34,34,632,34,Threshold >= 0.70,Deterministic,Point estimate,47,40,54,-13,-27.6595744680851
Threshold_0.70,2024-02,1,q = 1: Exponential Shannon,7.010197351276345,7.010197351276345,7.010197351276345,632,7.010197351276345,Threshold >= 0.70,Deterministic,Point estimate,8.58332950123917,7.654537845934463,9.831797539377344,-1.5731321499628255,-18.32776138601825
Threshold_0.70,2024-02,2,q = 2: Inverse Simpson,3.3018434322559305,3.3018434322559305,3.3018434322559305,632,3.3018434322559305,Threshold >= 0.70,Deterministic,Point estimate,4.087542633437041,3.6927997604232186,4.734422379805179,-0.7856992011811101,-19.22179831847892
Threshold_0.70,2024-03,0,q = 0: Richness,54,54,54,1907,54,Threshold >= 0.70,Deterministic,Point estimate,66,58,74,-12,-18.181818181818176
Threshold_0.70,2024-03,1,q = 1: Exponential Shannon,9.76994540566589,9.76994540566589,9.76994540566589,1907,9.76994540566589,Threshold >= 0.70,Deterministic,Point estimate,9.97935271460506,9.218538511638544,10.878451053335775,-0.20940730893916992,-2.0984057275848844
Threshold_0.70,2024-03,2,q = 2: Inverse Simpson,6.305668019704297,6.305668019704297,6.305668019704297,1907,6.305668019704297,Threshold >= 0.70,Deterministic,Point estimate,6.122666221593212,5.679676419189503,6.712458876980535,0.18300179811108475,2.9889233135995674
Threshold_0.70,2024-04,0,q = 0: Richness,44,44,44,1431,44,Threshold >= 0.70,Deterministic,Point estimate,56,49,63,-12,-21.42857142857143
Threshold_0.70,2024-04,1,q = 1: Exponential Shannon,6.531915452759524,6.531915452759524,6.531915452759524,1431,6.531915452759524,Threshold >= 0.70,Deterministic,Point estimate,7.600025081616561,6.9434506817279935,8.371633002109517,-1.0681096288570373,-14.054027682627668
Threshold_0.70,2024-04,2,q = 2: Inverse Simpson,3.8755240043680437,3.8755240043680437,3.8755240043680437,1431,3.8755240043680437,Threshold >= 0.70,Deterministic,Point estimate,4.631815206277359,4.350144228510964,4.975176481450267,-0.7562912019093155,-16.328181678844544
Threshold_0.90,2021-12,0,q = 0: Richness,7,7,7,63,7,Threshold >= 0.90,Deterministic,Point estimate,25,20,29,-18,-72
Threshold_0.90,2021-12,1,q = 1: Exponential Shannon,2.793765807323269,2.793765807323269,2.793765807323269,63,2.793765807323269,Threshold >= 0.90,Deterministic,Point estimate,7.059398557668816,6.1112848949521075,8.008467746700806,-4.265632750345547,-60.424874945071274
Threshold_0.90,2021-12,2,q = 2: Inverse Simpson,2.141932002158662,2.141932002158662,2.141932002158662,63,2.141932002158662,Threshold >= 0.90,Deterministic,Point estimate,3.9988338334177023,3.589079604145683,4.452290089087324,-1.8569018312590404,-46.43608383377094
Threshold_0.90,2022-01,0,q = 0: Richness,11,11,11,202,11,Threshold >= 0.90,Deterministic,Point estimate,40,34,47,-29,-72.5
Threshold_0.90,2022-01,1,q = 1: Exponential Shannon,2.8011618915351324,2.8011618915351324,2.8011618915351324,202,2.8011618915351324,Threshold >= 0.90,Deterministic,Point estimate,7.9851185714953115,7.1268346772231315,8.858579823699339,-5.183956679960179,-64.92022170422725
Threshold_0.90,2022-01,2,q = 2: Inverse Simpson,1.899981374557646,1.899981374557646,1.899981374557646,202,1.899981374557646,Threshold >= 0.90,Deterministic,Point estimate,4.1992537211900185,3.7890986559532047,4.593153740280675,-2.299272346632373,-54.75430872466516
Threshold_0.90,2022-02,0,q = 0: Richness,11,11,11,103,11,Threshold >= 0.90,Deterministic,Point estimate,41,35,47,-30,-73.17073170731707
Threshold_0.90,2022-02,1,q = 1: Exponential Shannon,3.9740612617114377,3.9740612617114377,3.9740612617114377,103,3.9740612617114377,Threshold >= 0.90,Deterministic,Point estimate,11.083201796856123,9.868634869486943,12.291281807536818,-7.109140535144686,-64.14338262036586
Threshold_0.90,2022-02,2,q = 2: Inverse Simpson,2.639711370987808,2.639711370987808,2.639711370987808,103,2.639711370987808,Threshold >= 0.90,Deterministic,Point estimate,6.488619238578735,5.798002602297476,7.096395184509092,-3.848907867590927,-59.31782596683837
Threshold_0.90,2022-08,0,q = 0: Richness,12,12,12,53,12,Threshold >= 0.90,Deterministic,Point estimate,26,21,30,-14,-53.84615384615385
Threshold_0.90,2022-08,1,q = 1: Exponential Shannon,6.84171514223179,6.84171514223179,6.84171514223179,53,6.84171514223179,Threshold >= 0.90,Deterministic,Point estimate,11.871536686130174,10.304196939721136,13.279713036761105,-5.029821543898384,-42.36874868756338
Threshold_0.90,2022-08,2,q = 2: Inverse Simpson,4.902268760907504,4.902268760907504,4.902268760907504,53,4.902268760907504,Threshold >= 0.90,Deterministic,Point estimate,8.019888287769383,7.035507579120789,8.822128431693862,-3.117619526861879,-38.87360291060862
Threshold_0.90,2022-09,0,q = 0: Richness,20,20,20,965,20,Threshold >= 0.90,Deterministic,Point estimate,62,54,71,-42,-67.74193548387098
Threshold_0.90,2022-09,1,q = 1: Exponential Shannon,4.71118386059762,4.71118386059762,4.71118386059762,965,4.71118386059762,Threshold >= 0.90,Deterministic,Point estimate,7.420327200632588,6.824397582421539,8.002684170585503,-2.7091433400349683,-36.509755793572175
Threshold_0.90,2022-09,2,q = 2: Inverse Simpson,3.1683048731112993,3.1683048731112993,3.1683048731112993,965,3.1683048731112993,Threshold >= 0.90,Deterministic,Point estimate,4.385360455360969,4.10561447536096,4.6598989731539815,-1.2170555822496696,-27.752692045230997
Threshold_0.90,2022-10,0,q = 0: Richness,24,24,24,898,24,Threshold >= 0.90,Deterministic,Point estimate,64,56,72,-40,-62.5
Threshold_0.90,2022-10,1,q = 1: Exponential Shannon,4.436607093100344,4.436607093100344,4.436607093100344,898,4.436607093100344,Threshold >= 0.90,Deterministic,Point estimate,6.840491985935147,6.233752740727834,7.414779057904594,-2.403884892834803,-35.14198829232564
Threshold_0.90,2022-10,2,q = 2: Inverse Simpson,2.863203192682962,2.863203192682962,2.863203192682962,898,2.863203192682962,Threshold >= 0.90,Deterministic,Point estimate,3.935468088596486,3.665698591569257,4.185194107399265,-1.072264895913524,-27.246184488715496
Threshold_0.90,2022-11,0,q = 0: Richness,20,20,20,709,20,Threshold >= 0.90,Deterministic,Point estimate,50,43,57,-30,-60
Threshold_0.90,2022-11,1,q = 1: Exponential Shannon,3.799324994822535,3.799324994822535,3.799324994822535,709,3.799324994822535,Threshold >= 0.90,Deterministic,Point estimate,6.589443304234722,5.947933610993967,7.247743575247615,-2.790118309412187,-42.34224623526407
Threshold_0.90,2022-11,2,q = 2: Inverse Simpson,2.2271988161328484,2.2271988161328484,2.2271988161328484,709,2.2271988161328484,Threshold >= 0.90,Deterministic,Point estimate,3.2906193420765995,3.0038611049247246,3.5951673060268883,-1.063420525943751,-32.31672871869349
Threshold_0.90,2022-12,0,q = 0: Richness,16,16,16,273,16,Threshold >= 0.90,Deterministic,Point estimate,40,33,46,-24,-60
Threshold_0.90,2022-12,1,q = 1: Exponential Shannon,3.4802901467695286,3.4802901467695286,3.4802901467695286,273,3.4802901467695286,Threshold >= 0.90,Deterministic,Point estimate,6.190843304014422,5.458773333729292,6.97667753532507,-2.710553157244893,-43.78326221707547
Threshold_0.90,2022-12,2,q = 2: Inverse Simpson,2.1174816035457567,2.1174816035457567,2.1174816035457567,273,2.1174816035457567,Threshold >= 0.90,Deterministic,Point estimate,3.076504008460872,2.752127777344277,3.3978380658486596,-0.9590224049151153,-31.17247376495048
Threshold_0.90,2023-01,0,q = 0: Richness,14,14,14,324,14,Threshold >= 0.90,Deterministic,Point estimate,40,35,47,-26,-65
Threshold_0.90,2023-01,1,q = 1: Exponential Shannon,3.633381896124799,3.633381896124799,3.633381896124799,324,3.633381896124799,Threshold >= 0.90,Deterministic,Point estimate,6.391358954513024,5.698989665788652,7.089788255871321,-2.757977058388225,-43.1516533184352
Threshold_0.90,2023-01,2,q = 2: Inverse Simpson,2.201493163325224,2.201493163325224,2.201493163325224,324,2.201493163325224,Threshold >= 0.90,Deterministic,Point estimate,3.378237352675357,3.0761041702784224,3.67752918704849,-1.1767441893501327,-34.8330820632903
Threshold_0.90,2023-02,0,q = 0: Richness,16,16,16,849,16,Threshold >= 0.90,Deterministic,Point estimate,60,53,67,-44,-73.33333333333334
Threshold_0.90,2023-02,1,q = 1: Exponential Shannon,3.596049798184374,3.596049798184374,3.596049798184374,849,3.596049798184374,Threshold >= 0.90,Deterministic,Point estimate,6.133644619722686,5.556564041137566,6.708239055138694,-2.537594821538312,-41.37172886376064
Threshold_0.90,2023-02,2,q = 2: Inverse Simpson,2.388822790557402,2.388822790557402,2.388822790557402,849,2.388822790557402,Threshold >= 0.90,Deterministic,Point estimate,3.2060250172482414,2.986637739638037,3.4468604429140886,-0.8172022266908394,-25.48957735184022
Threshold_0.90,2023-03,0,q = 0: Richness,24,24,24,1761,24,Threshold >= 0.90,Deterministic,Point estimate,69,61,77,-45,-65.21739130434783
Threshold_0.90,2023-03,1,q = 1: Exponential Shannon,4.491420757075569,4.491420757075569,4.491420757075569,1761,4.491420757075569,Threshold >= 0.90,Deterministic,Point estimate,7.783458113816978,7.141753483026523,8.4031548883706,-3.2920373567414085,-42.2953051022074
Threshold_0.90,2023-03,2,q = 2: Inverse Simpson,3.260634500393763,3.260634500393763,3.260634500393763,1761,3.260634500393763,Threshold >= 0.90,Deterministic,Point estimate,4.440713222313189,4.169815626952865,4.691355722404761,-1.180078721919426,-26.574080847866988
Threshold_0.90,2023-04,0,q = 0: Richness,28,28,28,1000,28,Threshold >= 0.90,Deterministic,Point estimate,82,74,92,-54,-65.85365853658536
Threshold_0.90,2023-04,1,q = 1: Exponential Shannon,6.035140257094037,6.035140257094037,6.035140257094037,1000,6.035140257094037,Threshold >= 0.90,Deterministic,Point estimate,11.893700018688644,10.896013423415283,12.825653040748108,-5.8585597615946075,-49.25767214902862
Threshold_0.90,2023-04,2,q = 2: Inverse Simpson,3.624974625177624,3.624974625177624,3.624974625177624,1000,3.624974625177624,Threshold >= 0.90,Deterministic,Point estimate,6.9242353692752605,6.358121845965052,7.455292373796893,-3.2992607440976367,-47.64801553016764
Threshold_0.90,2023-05,0,q = 0: Richness,31,31,31,2057,31,Threshold >= 0.90,Deterministic,Point estimate,80,70,89,-49,-61.25000000000001
Threshold_0.90,2023-05,1,q = 1: Exponential Shannon,3.355352548288736,3.355352548288736,3.355352548288736,2057,3.355352548288736,Threshold >= 0.90,Deterministic,Point estimate,10.109917411936156,9.346019697381646,10.88651280112465,-6.75456486364742,-66.81127637771522
Threshold_0.90,2023-05,2,q = 2: Inverse Simpson,2.274800234186875,2.274800234186875,2.274800234186875,2057,2.274800234186875,Threshold >= 0.90,Deterministic,Point estimate,5.9096174227906495,5.575000624972628,6.2165527517711645,-3.6348171886037743,-61.50681048465122
Threshold_0.90,2023-06,0,q = 0: Richness,25,25,25,659,25,Threshold >= 0.90,Deterministic,Point estimate,79,70,88,-54,-68.35443037974683
